Y,0.0,0.0,0.0,0.0408591628074646,-0.010146141052246094,-0.038794624926424603,0.07631447911262512,-0.044682860374450684,-0.057876899214363675,0.09751647710800171,-0.08808791637420654,-0.07245150518593846,0.12708747386932373,-0.12434917688369751,-0.08494246316132603,0.02312062680721283,-0.1473090648651123,-0.04138319876966534,-0.00480864942073822,-0.10748600959777832,-0.0712278069275385,0.0015241056680679321,-0.056444644927978516,-0.0896926106232172,0.013459980487823486,-0.02363651990890503,-0.09809419822869359,-0.01489509642124176,-0.1434704065322876,-0.03463686195192395,-0.03710275888442993,-0.08912163972854614,-0.06686303329644261,-0.02270960807800293,-0.0368654727935791,-0.08112265479741154,-0.008697658777236938,-0.004835009574890137,-0.08720670205531178,-0.04751312732696533,-0.12382632493972778,-0.032110783578730207,-0.06846362352371216,-0.08458399772644043,-0.0676121891754633,-0.058157920837402344,-0.037947654724121094,-0.0755184323805338,-0.04670077562332153,-0.007559418678283691,-0.07411667269644795,-0.07167956233024597,-0.0946352481842041,-0.03212281999168454,-0.10529615730047226,-0.10276520252227783,-0.05828846556124745,-0.12334048748016357,-0.10527306795120239,-0.06523783070025502,-0.1372339427471161,-0.1136205792427063,-0.06543717843470631
Y,0.0,0.0,0.0,0.04086609184741974,-0.039343416690826416,-0.030465224372335342,0.06951914727687836,-0.1082228422164917,-0.04640656671125498,0.09830756485462189,-0.16583657264709473,-0.06190392708975878,0.13047252595424652,-0.2065836787223816,-0.07332712745864,0.011248379945755005,-0.20732754468917847,-0.02691249510843363,-0.009538978338241577,-0.17080479860305786,-0.06094062289793101,-0.006857067346572876,-0.10864102840423584,-0.08189495241839495,0.00614592432975769,-0.06541246175765991,-0.0889061275740346,-0.035398781299591064,-0.2030867338180542,-0.023423747705408005,-0.04625387489795685,-0.1431294083595276,-0.05856012514431086,-0.03270690143108368,-0.0788123607635498,-0.07161199635464754,-0.017463698983192444,-0.0426902174949646,-0.0738929469009122,-0.07250611484050751,-0.17733752727508545,-0.02475723213154879,-0.08755461871623993,-0.14514631032943726,-0.060776944818087486,-0.07149747014045715,-0.09192365407943726,-0.06502256131369677,-0.050798848271369934,-0.056102097034454346,-0.05845500862795916,-0.10161294043064117,-0.14203935861587524,-0.028568522619195846,-0.13389058411121368,-0.17621809244155884,-0.05184425002533999,-0.16705715656280518,-0.20378637313842773,-0.05729316136438456,-0.1939188838005066,-0.23119252920150757,-0.05507911330658999
Y,0.0,0.0,0.0,0.043235987424850464,-0.05148273706436157,-0.03313539524560838,0.07315334677696228,-0.12125897407531738,-0.05206426580434709,0.10414698719978333,-0.18139106035232544,-0.06986918275242715,0.13944262266159058,-0.22310006618499756,-0.08256608967667489,0.01307523250579834,-0.21852779388427734,-0.031171871097740222,-0.013210862874984741,-0.18446677923202515,-0.0630452481377688,-0.008341595530509949,-0.1203317642211914,-0.07990035389548211,0.0076382458209991455,-0.08466136455535889,-0.0847052184212771,-0.03478528559207916,-0.20941221714019775,-0.02624900613909631,-0.04756234586238861,-0.15415483713150024,-0.060382295148428966,-0.03122381865978241,-0.08842068910598755,-0.07032033775931268,-0.015849605202674866,-0.060799479484558105,-0.07093302135353952,-0.07130357623100281,-0.18372386693954468,-0.026039872067030956,-0.0880044549703598,-0.16061145067214966,-0.062280028806981136,-0.07008568942546844,-0.11106604337692261,-0.06535116557961373,-0.050593823194503784,-0.08370423316955566,-0.057889569299277355,-0.0996725857257843,-0.15349483489990234,-0.028406491251644184,-0.13326742500066757,-0.19181972742080688,-0.051092724995669414,-0.16158923506736755,-0.22009682655334473,-0.05554861922746568,-0.18586057424545288,-0.2515045404434204,-0.05248271276241212
Y,0.0,0.0,0.0,0.043916553258895874,-0.05499356985092163,-0.027175392613628446,0.07461756467819214,-0.12435954809188843,-0.042708841741898596,0.10589653253555298,-0.182647705078125,-0.057897032827952444,0.1388024389743805,-0.22190439701080322,-0.06831341016373926,0.009719252586364746,-0.2146041989326477,-0.026191899211028158,-0.007458001375198364,-0.18390405178070068,-0.05276864174089724,-0.0020695924758911133,-0.1211249828338623,-0.06665329414687449,0.010748296976089478,-0.08509331941604614,-0.07052129286608988,-0.03594455122947693,-0.20646709203720093,-0.023631598458507597,-0.04171392321586609,-0.15353602170944214,-0.05164261686883265,-0.024150565266609192,-0.0932459831237793,-0.0599275283821612,-0.01044398546218872,-0.06559222936630249,-0.06100912544212633,-0.06998226046562195,-0.182702898979187,-0.024753795594790517,-0.08273142576217651,-0.1622542142868042,-0.05626356008730227,-0.06246216595172882,-0.1166541576385498,-0.05837962555966669,-0.04419898986816406,-0.08821582794189453,-0.05183201062760645,-0.09652011096477509,-0.1531662940979004,-0.027916142375090658,-0.13199299573898315,-0.1912391185760498,-0.04869301024160677,-0.15810883045196533,-0.21992045640945435,-0.051732988686183035,-0.18144536018371582,-0.25085049867630005,-0.048377869308808386
Y,0.0,0.0,0.0,0.043007850646972656,-0.05217486619949341,-0.022302179589019033,0.07507476210594177,-0.12420064210891724,-0.0359811549923279,0.10485923290252686,-0.18433237075805664,-0.05092156957005045,0.13574498891830444,-0.21902674436569214,-0.06170420627211115,0.013842344284057617,-0.19267576932907104,-0.021948372005567762,-0.00047013163566589355,-0.22084426879882812,-0.04979688207720301,0.0036792755126953125,-0.15706008672714233,-0.0635576648554661,0.012560039758682251,-0.11164450645446777,-0.06705642025087855,-0.02889755368232727,-0.18273961544036865,-0.021140859454021665,-0.03751823306083679,-0.1976780891418457,-0.05561878810738108,-0.01976674795150757,-0.12599968910217285,-0.06460293660973093,-0.006226092576980591,-0.08342498540878296,-0.06315914820049784,-0.0630791038274765,-0.16720283031463623,-0.0241688014856436,-0.07999619841575623,-0.2009245753288269,-0.05545531491850397,-0.057608798146247864,-0.14987075328826904,-0.05653240065191767,-0.03812260925769806,-0.10982465744018555,-0.04846387262557528,-0.09033891558647156,-0.14736145734786987,-0.0290528209797003,-0.12582510709762573,-0.1961425542831421,-0.04704581852172396,-0.15151837468147278,-0.22485566139221191,-0.051893617018208715,-0.1748923361301422,-0.2566568851470947,-0.05101969371651194
Y,0.0,0.0,0.0,0.044398993253707886,-0.05225193500518799,-0.02101603592399215,0.07530468702316284,-0.128038227558136,-0.033816835606728546,0.10599526762962341,-0.18918675184249878,-0.0488255459314928,0.1373721957206726,-0.22119343280792236,-0.05955050023857211,0.014587581157684326,-0.19432246685028076,-0.016721400195990554,0.0015870332717895508,-0.2316177487373352,-0.04552597808304881,0.007050514221191406,-0.1678822636604309,-0.0595006372279272,0.01490887999534607,-0.1223139762878418,-0.06250422331157779,-0.026533186435699463,-0.1829441785812378,-0.016711706990633957,-0.03378698229789734,-0.20934605598449707,-0.05344987543884372,-0.015538662672042847,-0.13661903142929077,-0.06396282347503757,-0.0025855600833892822,-0.09257233142852783,-0.06218093516889667,-0.06084984540939331,-0.16736793518066406,-0.020807315359149925,-0.07664613425731659,-0.2117931842803955,-0.05216460558239078,-0.05395135283470154,-0.1581440567970276,-0.0533140476292715,-0.035390764474868774,-0.11512428522109985,-0.04458519327107524,-0.08893705904483795,-0.1473049521446228,-0.026851146245633117,-0.12264324724674225,-0.19886833429336548,-0.04247199627224063,-0.1471923440694809,-0.22827035188674927,-0.04649436729613399,-0.1697053462266922,-0.26022738218307495,-0.04509879159394359
Y,0.0,0.0,0.0,0.04486379027366638,-0.05481994152069092,-0.015881161477864225,0.07543256878852844,-0.13297146558761597,-0.02555645377606197,0.10532787442207336,-0.1954088807106018,-0.038500064325035055,0.13548198342323303,-0.22699499130249023,-0.04785063610643192,0.013088345527648926,-0.1975981593132019,-0.007729091022611101,0.0014265477657318115,-0.2363743782043457,-0.031238693085015257,0.008254945278167725,-0.17843520641326904,-0.04349597291320606,0.016229301691055298,-0.13350820541381836,-0.04642812655538364,-0.02598586678504944,-0.18641215562820435,-0.0099833377566938,-0.032234519720077515,-0.21585047245025635,-0.042623621684015234,-0.014158576726913452,-0.146495521068573,-0.053803851169050176,-0.0014061033725738525,-0.10063415765762329,-0.0531457227584724,-0.059544503688812256,-0.17047715187072754,-0.01579110072225376,-0.07539829611778259,-0.2202286720275879,-0.04345341519683643,-0.05394536256790161,-0.16797268390655518,-0.04537084819048687,-0.03619188070297241,-0.12327665090560913,-0.038132136028707464,-0.08775262534618378,-0.14967793226242065,-0.023263721999228437,-0.12176719307899475,-0.20086735486984253,-0.037037470650375326,-0.14690569043159485,-0.23016178607940674,-0.04091793791621967,-0.16971249878406525,-0.2615020275115967,-0.04006606833308979
Y,0.0,0.0,0.0,0.04470887780189514,-0.05286175012588501,-0.013864497567396938,0.07514426112174988,-0.12717753648757935,-0.022606405342799007,0.10433578491210938,-0.18764865398406982,-0.035399478773456394,0.13192766904830933,-0.21995419263839722,-0.04493923197208005,0.014245182275772095,-0.18748348951339722,-0.0010218485555242296,0.008085578680038452,-0.2306079864501953,-0.024215870450120747,0.013184458017349243,-0.17461061477661133,-0.03744574348149854,0.021002471446990967,-0.12911194562911987,-0.04072637567935544,-0.021932393312454224,-0.17910146713256836,-0.004020870110821306,-0.02563464641571045,-0.2182030975818634,-0.033653532068115055,-0.010662049055099487,-0.1517145037651062,-0.0431419693928774,0.0012533366680145264,-0.10633188486099243,-0.04114922593055326,-0.05477127432823181,-0.16570216417312622,-0.011013568292241871,-0.06890717148780823,-0.21967697143554688,-0.03472916493831235,-0.04957899451255798,-0.16878223419189453,-0.03348693708596784,-0.033528149127960205,-0.12566232681274414,-0.024544208223801434,-0.08478614687919617,-0.1460031270980835,-0.019950539718252003,-0.1173718273639679,-0.19476422667503357,-0.030076878989916622,-0.1384226679801941,-0.2241222858428955,-0.03097908655820447,-0.15704357624053955,-0.25637921690940857,-0.028346930543762028
Y,0.0,0.0,0.0,0.04503655433654785,-0.05018347501754761,-0.014495356287426375,0.07461801171302795,-0.12126469612121582,-0.023702695313460254,0.10334941744804382,-0.18218070268630981,-0.035680211428172015,0.13204368948936462,-0.21440601348876953,-0.044635474029547595,0.01360902190208435,-0.17814362049102783,-0.007824993971354388,0.009294658899307251,-0.22232428193092346,-0.028230021986729525,0.015075623989105225,-0.17246082425117493,-0.038248746934897326,0.020640701055526733,-0.12914663553237915,-0.040308083686596774,-0.02106192708015442,-0.16925668716430664,-0.010090227517849826,-0.023493319749832153,-0.20858430862426758,-0.0380678915414876,-0.00902453064918518,-0.14739465713500977,-0.04737991029358568,0.0011287033557891846,-0.10317450761795044,-0.04688509488440218,-0.053362756967544556,-0.15621906518936157,-0.015376140642530345,-0.06821301579475403,-0.2138037085533142,-0.03876409986949625,-0.04952535033226013,-0.16483163833618164,-0.038707725051409625,-0.03397020697593689,-0.12164217233657837,-0.031888182554013156,-0.08305397629737854,-0.13729828596115112,-0.022248815092808627,-0.11508457362651825,-0.18836936354637146,-0.03335078367925348,-0.13685481250286102,-0.2171606421470642,-0.03514026040173235,-0.15633553266525269,-0.2480153739452362,-0.033926322403914355
Y,0.0,0.0,0.0,0.04530009627342224,-0.04867136478424072,-0.015236592481045363,0.07558736205101013,-0.1181420087814331,-0.025271577390043376,0.10395541787147522,-0.17777732014656067,-0.037917360292880176,0.13245317339897156,-0.209753155708313,-0.047474380212037204,0.013785034418106079,-0.17632895708084106,-0.008270711267499564,0.011300921440124512,-0.2213602066040039,-0.02870251760086262,0.01799657940864563,-0.17426127195358276,-0.03823349960347855,0.023984521627426147,-0.13297110795974731,-0.03996299170157158,-0.020146042108535767,-0.16854718327522278,-0.010259761104492782,-0.020683109760284424,-0.2091180384159088,-0.038168284671513675,-0.005784034729003906,-0.14917856454849243,-0.04696862362524712,0.0036755502223968506,-0.10665017366409302,-0.046105932073800204,-0.05218237638473511,-0.1565876603126526,-0.015335571581630347,-0.06536903977394104,-0.2148868441581726,-0.03923817314407074,-0.0454864501953125,-0.16472280025482178,-0.038800362127034305,-0.0301627516746521,-0.1213260293006897,-0.03164644502302849,-0.08185619115829468,-0.13873296976089478,-0.02202994711896622,-0.11362814903259277,-0.18839779496192932,-0.0336128655841037,-0.13441069424152374,-0.21776899695396423,-0.03553840853473389,-0.15334998071193695,-0.25010913610458374,-0.03438900746604645
